0.20830156	0.1842251	0.0362385	0.008618154	-0.054467626	-0.2783621	0.30453354	0.12072812	-0.46801096	0.46409598	-0.4913359	-0.34731883	-0.34857634	0.25617895	-0.29912546
0.40300405	-0.04412051	0.07984325	-0.42515284	0.13008831	-0.3952066	0.50795966	-0.07565315	-0.54419434	0.46838212	-0.24637608	-0.093883626	-0.004732902	0.27918342	-0.3018185
-0.22342585	0.39397827	-0.25898358	0.43330446	-0.37793624	0.3260792	-0.31392676	-0.20044395	0.36975822	-0.5121493	0.38717738	0.11450779	-0.4555707	-0.1371493	0.33543083
0.4655224	-0.20604262	0.3956083	-0.24791186	0.1483733	-0.3795034	0.5963491	-0.34794414	-0.7818649	0.86417836	-0.27366868	-0.5280367	0.056813695	0.33719918	-0.46721008
0.24956016	-0.24203044	0.118756145	-0.13388193	0.12401671	-0.0893755	0.14832115	-0.45440686	0.026942948	0.08017872	-0.17656542	-0.125101	0.41547316	0.15984434	-0.068366654
-0.1459914	-0.08001293	-0.006286872	-0.3239301	0.372641	-0.36129084	0.08591848	-0.0647462	-0.26078528	0.39851847	-0.44043982	-0.14983168	0.24580263	-0.067612976	-0.3402205
-0.0674487	-0.03355781	0.22109509	0.030808054	0.16856912	-0.2682738	0.1148082	0.13920778	-0.36396825	0.26422876	-0.25895813	0.042991128	-0.02046587	0.30060485	-0.1775265
0.21392077	-0.2154382	-0.030126484	-0.27398917	0.18987024	0.20773375	0.22275019	-0.34189147	0.12712358	-0.013757124	-0.064279474	-0.32293656	0.36058152	-0.086290374	-0.133383
-0.27607837	0.33541447	-0.1090935	0.19104037	-0.38824525	0.3102219	-0.26606038	0.19304888	0.10295837	-0.16098331	0.17984442	-0.13957568	-0.37225965	-0.093597874	0.2726217
0.33921456	-0.100835495	0.2943509	-0.2429125	0.20661935	-0.35522446	0.29888424	-0.35081142	-0.41398987	0.4569493	-0.40820312	-0.101649135	0.024636908	0.07324817	-0.19265994
0.18837015	-0.019475736	0.08235048	-0.12508504	0.20179328	0.08859538	0.2712964	-0.22251359	0.00924291	0.38638166	-0.18703999	-0.245933	0.2731003	0.03746449	-0.22088301
0.074530564	-0.28805542	0.070815146	-0.17979366	0.31114	-0.05345173	0.20671718	-0.020535052	-0.08060228	-0.053831782	0.03448923	0.04210154	0.17224337	0.2790872	-0.08227701
0.17964695	0.17244908	0.022959424	-0.23928833	0.024615651	0.037781518	0.08072592	-0.2249156	-0.1674055	0.39329115	-0.21961889	-0.256451	0.18378317	-0.045438837	-0.059674677
0.0010818759	-0.02021189	-0.12614028	-0.27584764	-0.061924517	0.006459391	0.025600342	-0.14877911	0.047114193	-0.06856218	0.11546006	-0.05358668	0.21460824	0.0692907	-0.07916873
0.17597525	-0.07850532	0.15090035	-0.061766468	-0.023900986	-0.13149236	0.23778373	-0.52300256	-0.15298423	0.53986907	-0.50286245	-0.41831988	0.19042398	0.15115404	-0.48126456
0.0075792964	-0.10892488	0.3222983	-0.012573195	0.26372978	-0.34725285	0.19368684	0.50604254	-0.36950982	0.23417467	-0.18088748	0.03294359	-0.1480312	0.19847834	-0.053934902
0.11371377	-0.13823996	-0.19551425	-0.016851816	0.14280257	0.33526084	0.11978368	-0.58299327	0.06435782	0.32025182	-0.32840115	-0.29683274	0.00067929353	0.048181903	-0.26136854
0.503573	-0.4303167	0.2950574	-0.32928354	0.25951737	-0.24751174	0.41091165	-0.24088173	-0.5838741	0.4401068	-0.3754766	-0.3950201	0.1622362	0.35325098	-0.2950305
